3535.99692432340	-1.83071013377958e-05
3570.80789706681	-1.90673996151991e-05
3612.22040398719	-1.97713673317762e-05
3661.48635648076	-2.04083219902224e-05
3720.09507774856	-2.09655552701810e-05
3789.81832544372	-2.14279488522471e-05
3872.76385238925	-2.17775173870431e-05
3971.43912452158	-2.19928647931936e-05
4088.82712227083	-2.20485374479411e-05
4228.47651687392	-2.19142547171777e-05
4394.60894767548	-2.15539935636043e-05
4592.24664343835	-2.09248995604735e-05
4827.36424569094	-1.99759913905627e-05
5107.06942377263	-1.86466196670296e-05
5439.81774161937	-1.68646334858803e-05
5835.66827177116	-1.45441992844342e-05
6306.58768388257	-1.15832060692778e-05
6866.81200041519	-7.86017857304183e-06
7533.27695548522	-3.23060502388763e-06
8326.12996673190	2.47743148482982e-06
9269.33919725607	9.46845008960947e-06
10391.4181197377	1.79857548261657e-05
11726.2874865036	2.83187897768874e-05
13314.3007631358	4.08118890445115e-05
15203.4640247589	5.58746860661046e-05
17450.8871928038	7.39944969437587e-05
20124.5104835330	9.57510521434697e-05
23305.1582593356	0.000121834021905480
27088.9823712804	0.000153063865164027
31590.3688558375	0.000190416632245036
36945.3958560062	0.000235053471134087
43315.9473007478	0.000288355729297189
50894.6067003775	0.000351966712191998
59910.4789986860	0.000427841360840675
70636.1164779716	0.000518305350230993
83395.7580889821	0.000626125395106475
98575.1312829636	0.000754592888508835
116633.112657874	0.000907623401488686
138115.599923285	0.00108987505188795
163672.014537254	0.00130688932051461
194074.933894393	0.00156525857162119
230243.446551543	0.00187282534187687
273270.936525899	0.00223891942239320
324458.136592511	0.00267463990085787
385352.449791371	0.00319319068998724
457794.727843999	0.00381027968541452
543974.920603811	0.00454459361966538
646498.278838390	0.00541836296718657
768464.111671815	0.00645803397766077
913559.479546078	0.00769506815335843
1086170.65506538	0.00916689333894524
